GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC01_EST_VC01,Total; Estimate; Population 16 years and over with earnings
HC01_MOE_VC01,Total; Margin of Error; Population 16 years and over with earnings
HC02_EST_VC01,Male; Estimate; Population 16 years and over with earnings
HC02_MOE_VC01,Male; Margin of Error; Population 16 years and over with earnings
HC03_EST_VC01,Female; Estimate; Population 16 years and over with earnings
HC03_MOE_VC01,Female; Margin of Error; Population 16 years and over with earnings
HC01_EST_VC02,Total; Estimate; Median earnings (dollars)
HC01_MOE_VC02,Total; Margin of Error; Median earnings (dollars)
HC02_EST_VC02,Male; Estimate; Median earnings (dollars)
HC02_MOE_VC02,Male; Margin of Error; Median earnings (dollars)
HC03_EST_VC02,Female; Estimate; Median earnings (dollars)
HC03_MOE_VC02,Female; Margin of Error; Median earnings (dollars)
HC01_EST_VC04,"Total; Estimate; Full-time, year-round workers with earnings"
HC01_MOE_VC04,"Total; Margin of Error; Full-time, year-round workers with earnings"
HC02_EST_VC04,"Male; Estimate; Full-time, year-round workers with earnings"
HC02_MOE_VC04,"Male; Margin of Error; Full-time, year-round workers with earnings"
HC03_EST_VC04,"Female; Estimate; Full-time, year-round workers with earnings"
HC03_MOE_VC04,"Female; Margin of Error; Full-time, year-round workers with earnings"
HC01_EST_VC05,"Total; Estimate; Full-time, year-round workers with earnings - $1 to $9,999 or loss"
HC01_MOE_VC05,"Total; Margin of Error; Full-time, year-round workers with earnings - $1 to $9,999 or loss"
HC02_EST_VC05,"Male; Estimate; Full-time, year-round workers with earnings - $1 to $9,999 or loss"
HC02_MOE_VC05,"Male; Margin of Error; Full-time, year-round workers with earnings - $1 to $9,999 or loss"
HC03_EST_VC05,"Female; Estimate; Full-time, year-round workers with earnings - $1 to $9,999 or loss"
HC03_MOE_VC05,"Female; Margin of Error; Full-time, year-round workers with earnings - $1 to $9,999 or loss"
HC01_EST_VC06,"Total; Estimate; Full-time, year-round workers with earnings - $10,000 to $14,999"
HC01_MOE_VC06,"Total; Margin of Error; Full-time, year-round workers with earnings - $10,000 to $14,999"
HC02_EST_VC06,"Male; Estimate; Full-time, year-round workers with earnings - $10,000 to $14,999"
HC02_MOE_VC06,"Male; Margin of Error; Full-time, year-round workers with earnings - $10,000 to $14,999"
HC03_EST_VC06,"Female; Estimate; Full-time, year-round workers with earnings - $10,000 to $14,999"
HC03_MOE_VC06,"Female; Margin of Error; Full-time, year-round workers with earnings - $10,000 to $14,999"
HC01_EST_VC07,"Total; Estimate; Full-time, year-round workers with earnings - $15,000 to $24,999"
HC01_MOE_VC07,"Total; Margin of Error; Full-time, year-round workers with earnings - $15,000 to $24,999"
HC02_EST_VC07,"Male; Estimate; Full-time, year-round workers with earnings - $15,000 to $24,999"
HC02_MOE_VC07,"Male; Margin of Error; Full-time, year-round workers with earnings - $15,000 to $24,999"
HC03_EST_VC07,"Female; Estimate; Full-time, year-round workers with earnings - $15,000 to $24,999"
HC03_MOE_VC07,"Female; Margin of Error; Full-time, year-round workers with earnings - $15,000 to $24,999"
HC01_EST_VC08,"Total; Estimate; Full-time, year-round workers with earnings - $25,000 to $34,999"
HC01_MOE_VC08,"Total; Margin of Error; Full-time, year-round workers with earnings - $25,000 to $34,999"
HC02_EST_VC08,"Male; Estimate; Full-time, year-round workers with earnings - $25,000 to $34,999"
HC02_MOE_VC08,"Male; Margin of Error; Full-time, year-round workers with earnings - $25,000 to $34,999"
HC03_EST_VC08,"Female; Estimate; Full-time, year-round workers with earnings - $25,000 to $34,999"
HC03_MOE_VC08,"Female; Margin of Error; Full-time, year-round workers with earnings - $25,000 to $34,999"
HC01_EST_VC09,"Total; Estimate; Full-time, year-round workers with earnings - $35,000 to $49,999"
